,ds,Valor
697,2022-03-30,499.537786
698,2022-03-31,495.813839
699,2022-04-01,490.713418
700,2022-04-02,490.73968
701,2022-04-03,490.794022
702,2022-04-04,487.339928
703,2022-04-05,484.029685
704,2022-04-06,482.153925
705,2022-04-07,477.04123
706,2022-04-08,476.750138
707,2022-04-09,476.770446
708,2022-04-10,477.448172
709,2022-04-11,476.952776
710,2022-04-12,455.592667
711,2022-04-13,457.954571
712,2022-04-14,455.967469
713,2022-04-15,455.510593
714,2022-04-16,455.523709
715,2022-04-17,461.67703
716,2022-04-18,451.552164
717,2022-04-19,447.958589
718,2022-04-20,446.676351
719,2022-04-21,446.236216
720,2022-04-22,444.169595
721,2022-04-23,444.06058
722,2022-04-24,436.655832
723,2022-04-25,432.848211
724,2022-04-26,429.815269
725,2022-04-27,430.590121
726,2022-04-28,427.804854
727,2022-04-29,427.410889
728,2022-04-30,427.507535
729,2022-05-01,427.567763
730,2022-05-02,425.250704
731,2022-05-03,427.392708
732,2022-05-04,429.94606
733,2022-05-05,427.813553
734,2022-05-06,427.671143
735,2022-05-07,427.800353
736,2022-05-08,427.04306
737,2022-05-09,425.114979
738,2022-05-10,427.548515
739,2022-05-11,425.58717
740,2022-05-12,421.503351
741,2022-05-13,423.05455
742,2022-05-14,423.069861
743,2022-05-15,425.583627
744,2022-05-16,426.84088
745,2022-05-17,434.041126
746,2022-05-18,430.015248
747,2022-05-19,438.245638
748,2022-05-20,438.783226
749,2022-05-21,438.494399
750,2022-05-22,439.263702
751,2022-05-23,444.645537
752,2022-05-24,448.90001
753,2022-05-25,448.45731
754,2022-05-26,450.008342
755,2022-05-27,449.871766
756,2022-05-28,449.603194
757,2022-05-29,449.551132
758,2022-05-30,451.903486
759,2022-05-31,454.084366
760,2022-06-01,451.579699
761,2022-06-02,458.002862
762,2022-06-03,456.641577
763,2022-06-04,456.517318
764,2022-06-05,456.78584
765,2022-06-06,457.270277
766,2022-06-07,461.895544
767,2022-06-08,460.290547
768,2022-06-09,459.567456
769,2022-06-10,455.594856
770,2022-06-11,455.587918
771,2022-06-12,457.686945
772,2022-06-13,452.134549
773,2022-06-14,452.565229
774,2022-06-15,454.501067
775,2022-06-16,457.355562
776,2022-06-17,455.178962
777,2022-06-18,455.092759
778,2022-06-19,454.753836
779,2022-06-20,455.340529
780,2022-06-21,455.250568
781,2022-06-22,455.144422
782,2022-06-23,451.605016
783,2022-06-24,452.845081
784,2022-06-25,452.805037
785,2022-06-26,453.23929
786,2022-06-27,452.011908
787,2022-06-28,450.22891
788,2022-06-29,446.489237
789,2022-06-30,448.26362
790,2022-07-01,446.71669
791,2022-07-02,446.560024
792,2022-07-03,447.153045
793,2022-07-04,444.718563
794,2022-07-05,438.841057
795,2022-07-06,435.978016
796,2022-07-07,436.409833
797,2022-07-08,438.722649
798,2022-07-09,438.613292
799,2022-07-10,438.418346
800,2022-07-11,430.984007
801,2022-07-12,431.203245
802,2022-07-13,432.690647
803,2022-07-14,433.062611
804,2022-07-15,435.312618
805,2022-07-16,435.250539
806,2022-07-17,435.152568
807,2022-07-18,435.170338
808,2022-07-19,440.039173
809,2022-07-20,437.808398
810,2022-07-21,440.348496
811,2022-07-22,441.067255
812,2022-07-23,441.001277
813,2022-07-24,440.765309
814,2022-07-25,440.346425
815,2022-07-26,437.698822
816,2022-07-27,440.913826
817,2022-07-28,440.749983
818,2022-07-29,442.186446
819,2022-07-30,441.990621
820,2022-07-31,442.20272
821,2022-08-01,443.493676
822,2022-08-02,439.067259
823,2022-08-03,438.461964
824,2022-08-04,441.711641
825,2022-08-05,439.08654
826,2022-08-06,439.030432
827,2022-08-07,437.480312
828,2022-08-08,437.916547
829,2022-08-09,438.166293
830,2022-08-10,442.302166
831,2022-08-11,442.101364
832,2022-08-12,440.440108
833,2022-08-13,440.375252
834,2022-08-14,440.094052
835,2022-08-15,435.414374
836,2022-08-16,435.93665
837,2022-08-17,436.651559
838,2022-08-18,433.291225
839,2022-08-19,430.306858
840,2022-08-20,430.14707
841,2022-08-21,430.408586
842,2022-08-22,426.66833
843,2022-08-23,426.924852
844,2022-08-24,426.588597
845,2022-08-25,428.035341
846,2022-08-26,427.017331
847,2022-08-27,426.803377
848,2022-08-28,426.092289
849,2022-08-29,428.894034
850,2022-08-30,429.364387
851,2022-08-31,431.197716
852,2022-09-01,425.874354
853,2022-09-02,426.429742
854,2022-09-03,426.367846
855,2022-09-04,424.964391
856,2022-09-05,425.454537
857,2022-09-06,423.417427
858,2022-09-07,429.305975
859,2022-09-08,429.548963
860,2022-09-09,435.392152
861,2022-09-10,435.543926
862,2022-09-11,430.879991
863,2022-09-12,433.458716
864,2022-09-13,427.997025
865,2022-09-14,430.386757
866,2022-09-15,430.712567
867,2022-09-16,430.456124
868,2022-09-17,430.397997
869,2022-09-18,430.871035
870,2022-09-19,430.794715
871,2022-09-20,430.401195
872,2022-09-21,424.847289
873,2022-09-22,424.63279
874,2022-09-23,417.784287
875,2022-09-24,417.698586
876,2022-09-25,418.142514
877,2022-09-26,414.063875
878,2022-09-27,413.896576
879,2022-09-28,420.551333
880,2022-09-29,425.455333
881,2022-09-30,424.711764
882,2022-10-01,424.785046
883,2022-10-02,424.65246
884,2022-10-03,426.410753
885,2022-10-04,433.681452
886,2022-10-05,429.790223
887,2022-10-06,427.333748
888,2022-10-07,424.761758
889,2022-10-08,424.999152
890,2022-10-09,426.957164
891,2022-10-10,427.619133
892,2022-10-11,428.536326
893,2022-10-12,426.563468
894,2022-10-13,431.085729
895,2022-10-14,428.448831
896,2022-10-15,428.398233
897,2022-10-16,430.580903
898,2022-10-17,436.253788
899,2022-10-18,441.647452
900,2022-10-19,437.479561
901,2022-10-20,439.711945
902,2022-10-21,445.958859
903,2022-10-22,445.992513
904,2022-10-23,445.498185
905,2022-10-24,449.968228
906,2022-10-25,472.775636
907,2022-10-26,483.873223
908,2022-10-27,479.227462
909,2022-10-28,480.864507
910,2022-10-29,480.56894
911,2022-10-30,480.307819
912,2022-10-31,479.107434
913,2022-11-01,481.731534
914,2022-11-02,478.905268
915,2022-11-03,475.856853
916,2022-11-04,486.948994
917,2022-11-05,487.147302
918,2022-11-06,484.516662
919,2022-11-07,488.927755
920,2022-11-08,490.660189
921,2022-11-09,488.978426
922,2022-11-10,503.51142
923,2022-11-11,511.596846
924,2022-11-12,511.191918
925,2022-11-13,509.49809
926,2022-11-14,512.756494
927,2022-11-15,518.96832
928,2022-11-16,526.533349
929,2022-11-17,524.45865
930,2022-11-18,528.675264
931,2022-11-19,528.679483
932,2022-11-20,527.377374
933,2022-11-21,521.336538
934,2022-11-22,523.110262
935,2022-11-23,530.780915
936,2022-11-24,532.190484
937,2022-11-25,532.759867
938,2022-11-26,532.921397
939,2022-11-27,530.882247
940,2022-11-28,524.12149
941,2022-11-29,523.242696
942,2022-11-30,527.036984
943,2022-12-01,532.633077
944,2022-12-02,533.419497
945,2022-12-03,533.296807
946,2022-12-04,533.169963
947,2022-12-05,530.054764
948,2022-12-06,528.280665
949,2022-12-07,529.990187
950,2022-12-08,532.429234
951,2022-12-09,531.613991
952,2022-12-10,531.092265
953,2022-12-11,530.806416
954,2022-12-12,531.415577
955,2022-12-13,536.771698
956,2022-12-14,538.854036
957,2022-12-15,536.017339
958,2022-12-16,534.453744
959,2022-12-17,534.04812
960,2022-12-18,533.836602
961,2022-12-19,534.549074
962,2022-12-20,535.305676
963,2022-12-21,534.397812
964,2022-12-22,533.605546
965,2022-12-23,537.081216
966,2022-12-24,537.033502
967,2022-12-25,534.382415
968,2022-12-26,535.587367
969,2022-12-27,536.075502
970,2022-12-28,534.393864
971,2022-12-29,536.873064
972,2022-12-30,539.663971
973,2022-12-31,540.147742
974,2023-01-01,538.196086
975,2023-01-02,537.121123
976,2023-01-03,530.993304
977,2023-01-04,534.26034
978,2023-01-05,529.55229
979,2023-01-06,536.925637
980,2023-01-07,536.855965
981,2023-01-08,535.909402
982,2023-01-09,540.490005
983,2023-01-10,540.435214
984,2023-01-11,541.920681
985,2023-01-12,546.275632
986,2023-01-13,546.035418
987,2023-01-14,545.979469
988,2023-01-15,545.339069
989,2023-01-16,544.952089
990,2023-01-17,543.172581
991,2023-01-18,542.950773
992,2023-01-19,545.197241
993,2023-01-20,546.347253
994,2023-01-21,547.483936
995,2023-01-22,546.981514
996,2023-01-23,546.809879
997,2023-01-24,547.456422
998,2023-01-25,550.384855
999,2023-01-26,549.241968
1000,2023-01-27,547.623086
1001,2023-01-28,547.959804
1002,2023-01-29,547.642352
1003,2023-01-30,546.782544
1004,2023-01-31,547.27146
1005,2023-02-01,553.559652
1006,2023-02-02,549.583964
1007,2023-02-03,544.358922
1008,2023-02-04,544.829311
1009,2023-02-05,544.16533
1010,2023-02-06,540.155577
1011,2023-02-07,540.860361
1012,2023-02-08,539.979849
1013,2023-02-09,541.241745
1014,2023-02-10,538.553644
1015,2023-02-11,538.507169
1016,2023-02-12,538.349457
1017,2023-02-13,540.666428
1018,2023-02-14,541.290396
1019,2023-02-15,538.779507
1020,2023-02-16,540.23217
1021,2023-02-17,542.698852
1022,2023-02-18,542.282637
1023,2023-02-19,540.294262
1024,2023-02-20,539.978999
1025,2023-02-21,540.160948
1026,2023-02-22,533.966571
1027,2023-02-23,533.593449
1028,2023-02-24,534.129051
1029,2023-02-25,535.383359
1030,2023-02-26,533.904963
1031,2023-02-27,536.331817
1032,2023-02-28,532.431955
1033,2023-03-01,540.351861
1034,2023-03-02,536.05251
1035,2023-03-03,538.790135
1036,2023-03-04,538.704676
1037,2023-03-05,535.174928
1038,2023-03-06,539.205847
1039,2023-03-07,534.55874
1040,2023-03-08,533.293263
1041,2023-03-09,535.624327
1042,2023-03-10,540.647561
1043,2023-03-11,539.846489
1044,2023-03-12,541.194781
1045,2023-03-13,542.118716
1046,2023-03-14,543.497151
1047,2023-03-15,535.831863
1048,2023-03-16,537.296987
1049,2023-03-17,542.40439
1050,2023-03-18,543.680827
1051,2023-03-19,539.343699
1052,2023-03-20,541.192568
1053,2023-03-21,543.329186
1054,2023-03-22,547.630593
1055,2023-03-23,546.377402
1056,2023-03-24,543.903919
1057,2023-03-25,543.732388
1058,2023-03-26,543.611663
1059,2023-03-27,546.066075
1060,2023-03-28,548.381386
1061,2023-03-29,550.401472
1062,2023-03-30,552.104044
1063,2023-03-31,551.137836
1064,2023-04-01,551.182892
1065,2023-04-02,547.876899
1066,2023-04-03,552.99245
1067,2023-04-04,554.683439
1068,2023-04-05,552.714994
1069,2023-04-06,552.021659
1070,2023-04-07,558.360883
1071,2023-04-08,558.408864
1072,2023-04-09,553.443357
1073,2023-04-10,551.343072
1074,2023-04-11,554.550921
1075,2023-04-12,557.60563
1076,2023-04-13,559.942712
1077,2023-04-14,563.083475
1078,2023-04-15,563.368744
1079,2023-04-16,557.316374
1080,2023-04-17,553.685768
1081,2023-04-18,555.438117
1082,2023-04-19,553.862654
1083,2023-04-20,557.258213
1084,2023-04-21,561.450061
1085,2023-04-22,561.489788
1086,2023-04-23,557.480546
1087,2023-04-24,562.61173
1088,2023-04-25,557.728105
1089,2023-04-26,559.501989
1090,2023-04-27,560.720148
1091,2023-04-28,566.379302
1092,2023-04-29,566.633052
1093,2023-04-30,559.750965
1094,2023-05-01,559.80431
1095,2023-05-02,561.068232
1096,2023-05-03,562.681453
1097,2023-05-04,561.742149
1098,2023-05-05,567.036166
1099,2023-05-06,570.491753
1100,2023-05-07,559.871898
1101,2023-05-08,559.026174
1102,2023-05-09,559.143635
1103,2023-05-10,559.026605
1104,2023-05-11,555.394037
1105,2023-05-12,557.684077
1106,2023-05-13,557.281033
1107,2023-05-14,558.671762
1108,2023-05-15,571.472473
1109,2023-05-16,572.566979
1110,2023-05-17,585.376668
1111,2023-05-18,581.042748
1112,2023-05-19,584.474727
1113,2023-05-20,584.186964
1114,2023-05-21,582.978548
1115,2023-05-22,583.199622
1116,2023-05-23,580.841708
1117,2023-05-24,581.028319
1118,2023-05-25,584.66269
1119,2023-05-26,592.39706
1120,2023-05-27,592.531102
1121,2023-05-28,594.584312
1122,2023-05-29,606.871655
1123,2023-05-30,610.926357
1124,2023-05-31,623.662153
1125,2023-06-01,634.401024
1126,2023-06-02,638.712247
1127,2023-06-03,638.438927
1128,2023-06-04,637.71352
1129,2023-06-05,646.983489
1130,2023-06-06,648.690117
1131,2023-06-07,654.802002
1132,2023-06-08,660.273823
1133,2023-06-09,686.087266
1134,2023-06-10,686.538708
1135,2023-06-11,712.820255
1136,2023-06-12,726.872859
1137,2023-06-13,729.88721
1138,2023-06-14,750.822777
1139,2023-06-15,770.141173
1140,2023-06-16,771.896615
1141,2023-06-17,771.846666
1142,2023-06-18,779.077104
1143,2023-06-19,810.975113
1144,2023-06-20,819.707394
1145,2023-06-21,832.51491
1146,2023-06-22,857.533225
1147,2023-06-23,866.889494
1148,2023-06-24,866.895863
1149,2023-06-25,865.704103
1150,2023-06-26,869.368639
1151,2023-06-27,885.227673
1152,2023-06-28,899.470133
1153,2023-06-29,894.59591
1154,2023-06-30,900.576027
1155,2023-07-01,900.325365
1156,2023-07-02,899.045657
1157,2023-07-03,901.262542
1158,2023-07-04,896.255287
1159,2023-07-05,895.303031
1160,2023-07-06,898.855321
1161,2023-07-07,906.384269
1162,2023-07-08,905.907344
1163,2023-07-09,905.799105
1164,2023-07-10,906.66896
1165,2023-07-11,909.132737
1166,2023-07-12,920.204409
1167,2023-07-13,926.766354
1168,2023-07-14,925.504623
1169,2023-07-15,925.3354
1170,2023-07-16,924.159432
1171,2023-07-17,925.276919
1172,2023-07-18,926.94151
1173,2023-07-19,923.478178
1174,2023-07-20,919.730731
1175,2023-07-21,919.375936
1176,2023-07-22,919.34942
1177,2023-07-23,919.580731
1178,2023-07-24,913.586288
1179,2023-07-25,912.177049
1180,2023-07-26,915.003938
1181,2023-07-27,905.790438
1182,2023-07-28,909.304362
1183,2023-07-29,908.97498
1184,2023-07-30,909.782871
1185,2023-07-31,908.010613
1186,2023-08-01,909.431404
1187,2023-08-02,901.971162
1188,2023-08-03,906.006977
1189,2023-08-04,909.18952
1190,2023-08-05,908.92768
1191,2023-08-06,908.215229
1192,2023-08-07,906.946909
1193,2023-08-08,903.136169
1194,2023-08-09,905.302973
1195,2023-08-10,905.14731
1196,2023-08-11,903.129778
1197,2023-08-12,903.497401
1198,2023-08-13,901.902087
1199,2023-08-14,900.189843
1200,2023-08-15,900.452639
1201,2023-08-16,899.770859
1202,2023-08-17,898.74256
1203,2023-08-18,901.262962
1204,2023-08-19,901.528377
1205,2023-08-20,898.979505
1206,2023-08-21,900.06376
1207,2023-08-22,896.805415
1208,2023-08-23,898.396148
1209,2023-08-24,892.345523
1210,2023-08-25,890.235418
1211,2023-08-26,889.982553
1212,2023-08-27,890.10264
1213,2023-08-28,892.775752
1214,2023-08-29,897.463197
1215,2023-08-30,901.304195
1216,2023-08-31,894.235933
1217,2023-09-01,889.315294
1218,2023-09-02,889.441554
1219,2023-09-03,889.906891
1220,2023-09-04,890.643637
1221,2023-09-05,886.058847
1222,2023-09-06,885.484479
1223,2023-09-07,887.536611
1224,2023-09-14,889.921907
1225,2023-09-18,882.304758
1226,2023-09-19,887.281683
1227,2023-10-02,868.658838
1228,2019-12-08,529.026839
1229,2019-12-09,526.947709
1230,2019-12-10,525.879658
1231,2019-12-11,525.807311
1232,2019-12-12,524.96407
1233,2019-12-13,515.36068
1234,2019-12-14,515.337528
1235,2019-12-15,515.527108
1236,2019-12-16,511.227747
1237,2019-12-17,511.851683
1238,2019-12-18,509.144569
1239,2019-12-19,515.497645
1240,2019-12-20,521.761749
1241,2019-12-21,521.853033
1242,2019-12-22,521.828421
1243,2019-12-23,534.859483
1244,2019-12-24,534.680153
1245,2019-12-25,535.028888
1246,2019-12-26,535.308212
1247,2019-12-27,538.77895
1248,2019-12-28,538.874258
1249,2019-12-29,539.216669
1250,2019-12-30,540.190732
1251,2019-12-31,541.054472
1252,2020-01-01,540.976516
1253,2020-01-02,538.689799
1254,2020-01-03,538.165407
1255,2020-01-04,538.141264
1256,2020-01-05,538.241826
1257,2020-01-06,539.925502
1258,2020-01-07,539.51479
1259,2020-01-08,537.512292
1260,2020-01-09,537.964986
1261,2020-01-10,538.499159
1262,2020-01-11,538.513234
1263,2020-01-12,538.334043
1264,2020-01-13,539.257222
1265,2020-01-14,540.862324
1266,2020-01-15,542.03496
1267,2020-01-16,545.034637
1268,2020-01-17,542.760089
1269,2020-01-18,542.769901
1270,2020-01-19,542.937591
1271,2020-01-20,543.04887
1272,2020-01-21,546.738327
1273,2020-01-22,547.275114
1274,2020-01-23,548.932461
1275,2020-01-24,547.450225
1276,2020-01-25,547.470083
1277,2020-01-26,547.446898
1278,2020-01-27,547.169405
1279,2020-01-28,547.124488
1280,2020-01-29,546.739019
1281,2020-01-30,546.803849
1282,2020-01-31,550.092929
1283,2020-02-01,550.053199
1284,2020-02-02,549.81157
1285,2020-02-03,548.479549
1286,2020-02-04,547.602511
1287,2020-02-05,545.374351
1288,2020-02-06,545.031165
1289,2020-02-07,543.291371 
1290,2020-02-08,543.331097  
1291,2020-02-09,543.45941  
1292,2020-02-10,541.583861   
1293,2020-02-11,540.747509   
1294,2020-02-12,538.595097    
1295,2020-02-13,536.494494    
1296,2020-02-14,535.862305    
1297,2020-02-15,535.862305    
1298,2020-02-16,536.384363    
1299,2020-02-17,536.20541    
1300,2020-02-18,533.221247    
1301,2020-02-19,533.96811   
1302,2020-02-20,531.824777    
1303,2020-02-21,534.748205    
1304,2020-02-22,534.748205    
1305,2020-02-23,534.330816   
1306,2020-02-24,534.841894   
1307,2020-02-25,536.397227
1308,2020-02-26,536.631013
1309,2020-02-27,541.738854
1310,2020-02-28,543.242875
1311,2020-02-29,543.263004
1312,2020-03-01,544.399492
1313,2020-03-02,548.970727
1314,2020-03-03,549.843207
1315,2020-03-04,547.891204
1316,2020-03-05,552.069666
1317,2020-03-06,555.155214
1318,2020-03-07,555.170001
1319,2020-03-08,560.039653
1320,2020-03-09,560.630166
1321,2020-03-10,557.699623
1322,2020-03-11,554.967135
1323,2020-03-12,557.063074
1324,2020-03-13,554.962028
1325,2020-03-14,555.111452
1326,2020-03-15,555.556365
1327,2020-03-16,555.90432
1328,2020-03-17,557.681556
1329,2020-03-18,554.961348
1330,2020-03-19,552.640835
1331,2020-03-20,558.162058
1332,2020-03-21,558.213965
1333,2020-03-22,554.576529
1334,2020-03-23,558.244483
1335,2020-03-24,560.219307
1336,2020-03-25,584.396243
1337,2020-03-26,592.911561
1338,2020-03-27,599.305352
1339,2020-03-28,599.391498
1340,2020-03-29,597.766206
1341,2020-03-30,572.015013
1342,2020-03-31,591.75146
1343,2020-04-01,587.826627
1344,2020-04-02,587.322445
1345,2020-04-03,585.031981
1346,2020-04-04,585.068012
1347,2020-04-05,585.145434
1348,2020-04-06,594.524297
1349,2020-04-07,604.624633
1350,2020-04-08,607.748111
1351,2020-04-09,611.308196
1352,2020-04-10,611.907072
1353,2020-04-11,611.851131
1354,2020-04-12,611.659241
1355,2020-04-13,615.806556
1356,2020-04-14,621.661792
1357,2020-04-15,615.225986
1358,2020-04-16,616.141241
1359,2020-04-17,615.292206
1360,2020-04-18,615.292206
1361,2020-04-19,614.810982
1362,2020-04-20,608.414697
1363,2020-04-21,607.635078
1364,2020-04-22,607.317035
1365,2020-04-23,608.498998
1366,2020-04-24,613.355647
1367,2020-04-25,613.188575
1368,2020-04-26,613.146614
1369,2020-04-27,606.038447
1370,2020-04-28,612.070984
1371,2020-04-29,609.102625
1372,2020-04-30,609.959605
1373,2020-05-01,618.245147



